Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
La Tierra Contra Los Platillos Volantes (Earth Vs The Flying Saucers),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548868154-la-tierra-contra-los-platillos-volantes-earth-vs-the-flying-saucers/?parentCategoryId=999.54220013&color=default
Camino de Oregón,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1940,EEUU,122,Para todos los públicos,https://www.elcorteingles.es/cine/A19031216-camino-de-oregon/?parentCategoryId=999.54220013&color=default
Holocausto Canibal 2: La historia de Catherine Miles DVD 1985 Schiave bianche: violenza in Amazzonia Cannibal Holocaust 2: The,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Italiano",,1985,Italia,89,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A24263747-holocausto-canibal-2-la-historia-de-catherine-miles-dvd-1985-schiave-bianche-violenza-in-amazzonia-cannibal-holocaust-2-the/?parentCategoryId=999.54220013&color=default
Carga Maldita BD 1977 Sorcerer,"15,70 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano
Castellano","Francés
Portugués
Castellano",1977,EEUU,121,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39760276-carga-maldita-bd-1977-sorcerer/?parentCategoryId=999.54220013&color=default
Comando Suicida (1988) (Der Commander),N/A,,7 de diciembre de 2017,Inglés,"Inglés
Inglés
Inglés",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436533824141-comando-suicida-1988-der-commander/?parentCategoryId=999.54220013&color=default
LA BATALLA DE LOS MALDITOS (DVD),N/A,,15 de marzo de 2018,"Inglés
Inglés",Español,2013,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A12915003-la-batalla-de-los-malditos-dvd/?parentCategoryId=999.54220013&color=default
Juego de ladrones. El atraco perfecto,"7,44 €",DVD STORE,9 de enero de 2024,Castellano,Español,2017,EEUU,140,Para todos los públicos,https://www.elcorteingles.es/cine/A27262998-juego-de-ladrones-el-atraco-perfecto/?parentCategoryId=999.54220013&color=default
"Ursus, el terror de los Kirguises (DVD)",N/A,"SONY PICTURES HOME ENTERTAINMENT Y CIA, SRC",14 de julio de 2017,",",,,,92,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine6904-ursus-el-terror-de-los-kirguises-dvd/?parentCategoryId=999.54220013&color=default
La Conspiración de Noviembre (DVD),N/A,"NAIFF, S.A.",2 de noviembre de 2016,"Italiano
Castellano","Castellano
Italiano
Inglés",,,92,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine8120-la-conspiracion-de-noviembre-dvd/?parentCategoryId=999.54220013&color=default
Shadowboxing (Boy S Tenyu),N/A,,7 de diciembre de 2017,Dato no disponible,,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436038343277-shadowboxing-boy-s-tenyu/?parentCategoryId=999.54220013&color=default
MEN IN BLACK 3,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés
Catalán
Italiano","Español
Inglés
Italiano",2012,EEUU,103,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A16749332-men-in-black-3/?parentCategoryId=999.54220013&color=default
Campeón de Campeones Best Of The Best,"9,94 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués
Inglés",1989,EEUU,97,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A23809048-campeon-de-campeones-best-of-the-best/?parentCategoryId=999.54220013&color=default
Dos Renegados BD 1989 Renegades,"13,69 €",DVD STORE,9 de enero de 2024,"Inglés
Castellano","Castellano
Inglés",1989,EEUU,105,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41590312-dos-renegados-bd-1989-renegades/?parentCategoryId=999.54220013&color=default
OPERACION TIRPITZ (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés",Español,,,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008555_8436037888373-operacion-tirpitz-dvd/?parentCategoryId=999.54220013&color=default
SCHEHERAZADE (DVD),15 €,,22 de marzo de 2018,"Inglés
Inglés
Inglés",Español,1947,,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0008555_8436548820046-scheherazade-dvd/?parentCategoryId=999.54220013&color=default
La Tela de Araña (A Tattered Web),N/A,,7 de diciembre de 2017,"Castellano
Castellano",,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436038342676-la-tela-de-arana-a-tattered-web/?parentCategoryId=999.54220013&color=default
Cuenta Pendiente,N/A,DVD STORE,,Alemán,Inglés,2017,Chile,92,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A37317650-cuenta-pendiente/?parentCategoryId=999.54220013&color=default
BRONCO BUSTER,"9,94 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1952,EEUU,77,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_18012-bronco-buster/?parentCategoryId=999.54220013&color=default
En El Corazon De La Tierra (At The Earth'S Core),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548868956-en-el-corazon-de-la-tierra-at-the-earths-core/?parentCategoryId=999.54220013&color=default
Spider-Man: Homecoming,27 €,DVD STORE,,"Castellano
Inglés","Castellano
Inglés",2017,EEUU,133,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A24295032-spider-man-homecoming/?parentCategoryId=999.54220013&color=default
Kickboxer 4 El Agresor DVD 1994 Kickboxer 4 The Aggressor,"18,90 €",DVD STORE,9 de enero de 2024,"Español
Inglés",,1994,EEUU,90,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A31630838-kickboxer-4-el-agresor-dvd-1994-kickboxer-4-the-aggressor/?parentCategoryId=999.54220013&color=default
Pack Jumanji: Bienvenidos a la jungla + Jumanji: El siguiente nivel - Edición Metálica,"39,34 €",DVD STORE,,"Castellano
Inglés","Español
Inglés",2019,EEUU,242,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A33499284-pack-jumanji-bienvenidos-a-la-jungla--jumanji-el-siguiente-nivel-edicion-metalica/?parentCategoryId=999.54220013&color=default
Dead Leaves,N/A,,1 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_5050582427479-dead-leaves/?parentCategoryId=999.54220013&color=default
CURSO 1984,"14,90 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1982,Canadá,94,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A16584459-curso-1984/?parentCategoryId=999.54220013&color=default
Operacion : Soldados De Juguete (Toy Soldiers),N/A,,7 de diciembre de 2017,"Castellano
Castellano",,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A18538965-operacion--soldados-de-juguete-toy-soldiers/?parentCategoryId=999.54220013&color=default
La Isla del Tesoro (Treasure Island),N/A,,7 de diciembre de 2017,"Castellano
Castellano","Turco
Turco
Turco
Turco
Turco
Turco
Turco
Turco",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022966413-la-isla-del-tesoro-treasure-island/?parentCategoryId=999.54220013&color=default
Crows II (Kurôzu Zero II),N/A,,7 de diciembre de 2017,"Castellano
Castellano","Turco
Turco
Turco
Turco
Turco
Turco
Turco
Turco
Turco",,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8437012592285-crows-ii-kurozu-zero-ii/?parentCategoryId=999.54220013&color=default
The Girl from the Naked Eye,"13,90 €",DVD STORE,9 de enero de 2024,Castellano,Español,2012,EEUU,83,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A26584898-the-girl-from-the-naked-eye/?parentCategoryId=999.54220013&color=default
Hannah,N/A,DVD STORE,9 de enero de 2024,Castellano,Español,2017,Italia,95,Para todos los públicos,https://www.elcorteingles.es/cine/A27419028-hannah/?parentCategoryId=999.54220013&color=default
VIOLENT COP (DVD),N/A,,22 de marzo de 2018,"Japonés
Japonés",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8436535541589-violent-cop-dvd/?parentCategoryId=999.54220013&color=default
Swordsman 3,N/A,,7 de diciembre de 2017,"Castellano
Castellano
Castellano","Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8420172047498-swordsman-3/?parentCategoryId=999.54220013&color=default
King Kong Contra Godzilla (Blu-Ray) (Kingu Kongu Tai Gojira),N/A,,7 de diciembre de 2017,"Castellano
Castellano","Castellano
Castellano",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436022230903-king-kong-contra-godzilla-blu-ray-kingu-kongu-tai-gojira/?parentCategoryId=999.54220013&color=default
Los Demoledores (Three The Hard Way),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano","Inglés
Inglés
Inglés
Inglés
Inglés
Inglés
Inglés
Inglés",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022232143-los-demoledores-three-the-hard-way/?parentCategoryId=999.54220013&color=default
Fuga Del Bronx (Los guerreros del Bronx 2) Fuga Dal Bronx (Escape 2000: Bronx Warriors 2),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Castellano,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022326088-fuga-del-bronx-los-guerreros-del-bronx-2-fuga-dal-bronx-escape-2000-bronx-warriors-2/?parentCategoryId=999.54220013&color=default
Trancers: Guardianes del futuro,N/A,,7 de diciembre de 2017,"Castellano
Castellano",,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436022327948-trancers-guardianes-del-futuro/?parentCategoryId=999.54220013&color=default
El Imperio De La Muerte (Turkey Shoot),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano","Castellano
Castellano",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022328785-el-imperio-de-la-muerte-turkey-shoot/?parentCategoryId=999.54220013&color=default
El Imperio De La Muerte (Blu-Ray) (Turkey Shoot),"13,69 €",,7 de diciembre de 2017,"Castellano
Castellano","Castellano
Castellano",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022328792-el-imperio-de-la-muerte-blu-ray-turkey-shoot/?parentCategoryId=999.54220013&color=default
El Heredero (L'Héritier),N/A,,7 de diciembre de 2017,Dato no disponible,,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022328808-el-heredero-lheritier/?parentCategoryId=999.54220013&color=default
El Laboratorio Del Diablo (Hei Tai Yang 731 Xu Ji Zhi Sha Ren Gong Chang),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022328853-el-laboratorio-del-diablo-hei-tai-yang-731-xu-ji-zhi-sha-ren-gong-chang/?parentCategoryId=999.54220013&color=default
Crimen a Contrarreloj,16 €,DVD STORE,,"Inglés
Alemán
Francés
Castellano","Español
Danés
Holandés
Finlandés
Francés
Alemán
Hindi
Noruego
Sueco",2019,EEUU,99,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A34957362-crimen-a-contrarreloj/?parentCategoryId=999.54220013&color=default
Cy-Warrior,N/A,,7 de diciembre de 2017,"Euskera
Euskera
Euskera
Euskera","Inglés
Inglés
Inglés",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436022230873-cy-warrior/?parentCategoryId=999.54220013&color=default
Estrella De Cristal (Star Crystal),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8436022232129-estrella-de-cristal-star-crystal/?parentCategoryId=999.54220013&color=default
Estamos muertos... ¿o que? (Dead Heat),"9,94 €",,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022325180-estamos-muertos-o-que-dead-heat/?parentCategoryId=999.54220013&color=default
Los Bicivoladores (Bmx Bandits),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022326125-los-bicivoladores-bmx-bandits/?parentCategoryId=999.54220013&color=default
Company Of Heroes - Bd,15 €,DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán
Italiano","Danés
Finlandés
Alemán
Italiano
Noruego
Sueco
Turco
Castellano
Inglés",2013,EEUU,100,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A16724998-company-of-heroes-bd/?parentCategoryId=999.54220013&color=default
El capitán (DVD),N/A,"TRES14 CREATIVOS, S.L.",20 de noviembre de 2017,Inglés,Castellano,,,92,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_cine6291-el-capitan-dvd/?parentCategoryId=999.54220013&color=default
Inu Yasha - 1ª Temporada (Ed. Integral),N/A,,7 de diciembre de 2017,"Castellano
Castellano
Castellano","Catalán
Catalán",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8424365710886-inu-yasha-1-temporada-ed-integral/?parentCategoryId=999.54220013&color=default
Estamos muertos... ¿o que? (Dead Heat) (Blu-Ray),"13,69 €",,7 de diciembre de 2017,Inglés,Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436022325197-estamos-muertos-o-que-dead-heat-blu-ray/?parentCategoryId=999.54220013&color=default
"La Atlantida, El Continente Perdido (Dvd-R) (Atlantis, The Lost Continent)",N/A,,7 de diciembre de 2017,"Castellano
Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436547440283-la-atlantida-el-continente-perdido-dvd-r-atlantis-the-lost-continent/?parentCategoryId=999.54220013&color=default
Asalto En La Noche,N/A,DVD STORE,9 de enero de 2024,"Alemán
Francés
Castellano
Inglés","Español
Holandés
Francés
Alemán
Islandés
Portugués",2018,EEUU,88,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A28582163-asalto-en-la-noche/?parentCategoryId=999.54220013&color=default
Combate En El Cielo Blu-Ray,"22,90 €",DVD STORE,9 de enero de 2024,"Español
Inglés",Español,2004,México,92,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A30484822-combate-en-el-cielo-blu-ray/?parentCategoryId=999.54220013&color=default
El Último Valle BLU RAY 1970 The Last Valley,"17,95 €",DVD STORE,9 de enero de 2024,Español,"Español
Francés
Portugués
Inglés",1970,Reino Unido,125,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A36884297-el-ultimo-valle-blu-ray-1970-the-last-valley/?parentCategoryId=999.54220013&color=default
7 SEGUNDOS,N/A,DVD STORE,9 de enero de 2024,"Inglés
Francés
Castellano
Italiano","Español
Inglés
Francés
Italiano
Portugués
Griego
Hindú",2005,Rumanía,92,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A3847452-7-segundos/?parentCategoryId=999.54220013&color=default
Objetivo: Patton DVD 1978 Brass Target,"13,90 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1978,EEUU,111,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A39358319-objetivo-patton-dvd-1978-brass-target/?parentCategoryId=999.54220013&color=default
300 (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés","Holandés
Holandés
Holandés
Holandés
Holandés
Holandés
Holandés",2006,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_7321926736624-300-dvd/?parentCategoryId=999.54220013&color=default
Jugar Duro (Blu-Ray) (Stick),N/A,,7 de diciembre de 2017,"Alemán
Alemán
Alemán","Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés
Islandés",,España,,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0008858_8436022329454-jugar-duro-blu-ray-stick/?parentCategoryId=999.54220013&color=default
Redada Asesina 2 - Bd,"13,10 €",DVD STORE,9 de enero de 2024,Inglés,"Español
Portugués
Inglés",2014,Indonesia,150,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A14036650-redada-asesina-2-bd/?parentCategoryId=999.54220013&color=default
SHINOBI,"13,90 €",DVD STORE,,"Catalán
Japonés",Español,2005,Japón,101,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A16745524-shinobi/?parentCategoryId=999.54220013&color=default
Vikingos Temporada 4 Volumen 1,N/A,DVD STORE,9 de enero de 2024,Inglés,"Holandés
Inglés
Español
Francés
Finlandés
Islandés
Noruego
Danés
Sueco",2016,Irlanda,454,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A20200031-vikingos-temporada-4-volumen-1/?parentCategoryId=999.54220013&color=default
Destructor DVD Warlords of the 21st Century,"9,94 €",DVD STORE,,",",Español,1982,Nueva Zelanda,92,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A26939036-destructor-dvd-warlords-of-the-21st-century/?parentCategoryId=999.54220013&color=default
EL ULTIMO GRAN HEROE,12 €,DVD STORE,,"Castellano
Inglés
Italiano
Alemán
Francés","Español
Inglés
Árabe
Danés
Holandés
Finlandés
Francés
Alemán
Islandés",1993,EEUU,125,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A3847052-el-ultimo-gran-heroe/?parentCategoryId=999.54220013&color=default
